int	int	int	string	int	int	int	int	int	int	int[]	int[]	string
1148	1040	2	内森	2101	2	0	0	1401	1501	1902;1903;1904;1932;1935	1601;1603	詹姆（主角）是一个孤儿，从小寄养在姨妈家，天天被自己的表兄欺凌。但就在他11岁生日的时候，他意外收到了魔法学院的入学通知书。詹姆这才得知了自己的身世，原来他的父母都是伟大的魔法师，在对付黑巫师首领德克（反派）的战斗中双双献身，唯有詹姆幸免于难。 詹姆进入魔法学院后，结识了两位好朋友，迷糊的内森（主角）与机敏聪慧的爱玛（主角）。三人渐渐发现，学院中似乎有些不对劲的事情正在发生…
1149	1040	3	爱玛	2104	2	0	0	0	0	1945;1920;1931;1943;1940	1603;1604	詹姆（主角）是一个孤儿，从小寄养在姨妈家，天天被自己的表兄欺凌。但就在他11岁生日的时候，他意外收到了魔法学院的入学通知书。詹姆这才得知了自己的身世，原来他的父母都是伟大的魔法师，在对付黑巫师首领德克（反派）的战斗中双双献身，唯有詹姆幸免于难。 詹姆进入魔法学院后，结识了两位好朋友，迷糊的内森（主角）与机敏聪慧的爱玛（主角）。三人渐渐发现，学院中似乎有些不对劲的事情正在发生…
1150	1041	1	德克	2101	2	0	1202	0	0	1945;1921;1902;1909;1931	1603;1602	詹姆（主角）是一个孤儿，从小寄养在姨妈家，天天被自己的表兄欺凌。但就在他11岁生日的时候，他意外收到了魔法学院的入学通知书。詹姆这才得知了自己的身世，原来他的父母都是伟大的魔法师，在对付黑巫师首领德克（反派）的战斗中双双献身，唯有詹姆幸免于难。 詹姆进入魔法学院后，结识了两位好朋友，迷糊的内森（主角）与机敏聪慧的爱玛（主角）。三人渐渐发现，学院中似乎有些不对劲的事情正在发生…
1151	1041	2	若叶	2101	2	0	0	0	0	1902;1904;1935;1903;1942	1603;1601	在远离大都会的小山村，住着巫女世家出身的高中女孩若叶（主角）。她是个再普通不过的女孩，与妹妹四叶（配角）与奶奶一起生活。但不知从何时起，她在梦中就会变成一个住在东京的高中男孩。那里有陌生的同学和朋友，有繁华的街道，一切都是如此真实。另一方面，住在东京的高中男孩莲（主角）则总在梦里来到陌生的小山村，以女孩子的身份过着全新的生活。慢慢的他们都知道了对方的存在，在互相斗嘴恶作剧中时光慢慢过去，莲决心要与对方见一面。可是在朋友本田（配角）与学姐结衣（配角）的帮助下来到了小山村的他，才发现一个震惊的事实…
1152	1041	3	莲	2104	2	0	0	0	0	1907;1928;1902;1903;1934	1603;1605	在远离大都会的小山村，住着巫女世家出身的高中女孩若叶（主角）。她是个再普通不过的女孩，与妹妹四叶（配角）与奶奶一起生活。但不知从何时起，她在梦中就会变成一个住在东京的高中男孩。那里有陌生的同学和朋友，有繁华的街道，一切都是如此真实。另一方面，住在东京的高中男孩莲（主角）则总在梦里来到陌生的小山村，以女孩子的身份过着全新的生活。慢慢的他们都知道了对方的存在，在互相斗嘴恶作剧中时光慢慢过去，莲决心要与对方见一面。可是在朋友本田（配角）与学姐结衣（配角）的帮助下来到了小山村的他，才发现一个震惊的事实…
1153	1042	1	四叶	2102	2	1102	0	1402	1502	1905;1922;1927;1915;1940	1601;1602	在远离大都会的小山村，住着巫女世家出身的高中女孩若叶（主角）。她是个再普通不过的女孩，与妹妹四叶（配角）与奶奶一起生活。但不知从何时起，她在梦中就会变成一个住在东京的高中男孩。那里有陌生的同学和朋友，有繁华的街道，一切都是如此真实。另一方面，住在东京的高中男孩莲（主角）则总在梦里来到陌生的小山村，以女孩子的身份过着全新的生活。慢慢的他们都知道了对方的存在，在互相斗嘴恶作剧中时光慢慢过去，莲决心要与对方见一面。可是在朋友本田（配角）与学姐结衣（配角）的帮助下来到了小山村的他，才发现一个震惊的事实…
1154	1042	2	本田	2103	1	1101	0	0	1501	1902;1903;1904;1932;1935	1603;1601	在远离大都会的小山村，住着巫女世家出身的高中女孩若叶（主角）。她是个再普通不过的女孩，与妹妹四叶（配角）与奶奶一起生活。但不知从何时起，她在梦中就会变成一个住在东京的高中男孩。那里有陌生的同学和朋友，有繁华的街道，一切都是如此真实。另一方面，住在东京的高中男孩莲（主角）则总在梦里来到陌生的小山村，以女孩子的身份过着全新的生活。慢慢的他们都知道了对方的存在，在互相斗嘴恶作剧中时光慢慢过去，莲决心要与对方见一面。可是在朋友本田（配角）与学姐结衣（配角）的帮助下来到了小山村的他，才发现一个震惊的事实…
1155	1042	3	结衣	2104	2	0	1201	1401	0	1940;1903;1927;1930;1943	1601;1605	在远离大都会的小山村，住着巫女世家出身的高中女孩若叶（主角）。她是个再普通不过的女孩，与妹妹四叶（配角）与奶奶一起生活。但不知从何时起，她在梦中就会变成一个住在东京的高中男孩。那里有陌生的同学和朋友，有繁华的街道，一切都是如此真实。另一方面，住在东京的高中男孩莲（主角）则总在梦里来到陌生的小山村，以女孩子的身份过着全新的生活。慢慢的他们都知道了对方的存在，在互相斗嘴恶作剧中时光慢慢过去，莲决心要与对方见一面。可是在朋友本田（配角）与学姐结衣（配角）的帮助下来到了小山村的他，才发现一个震惊的事实…
1156	1042	4	丹妮	2104	2	0	0	0	0	1910;1915;1940;1922;1945	1602;1601	在维斯特尔大陆，国王刚刚去世，各大贵族家族已经开始为王位蠢蠢欲动。家徽为龙的丹妮（主角），家徽为狼的诺恩（主角），家徽为狮子的杰姆（主角）以及家徽为鹿的前任国王的兄弟兰斯（配角）都有着各自的谋划。而与此同时，边境似乎也不太平，有传闻沉寂已久的夜鬼首领（主角）已经苏醒并准备进攻大陆...
1157	1043	1	诺恩	2103	1	1101	1201	1401	1501	1902;1906;1904;1931;1930	1602;1604	在维斯特尔大陆，国王刚刚去世，各大贵族家族已经开始为王位蠢蠢欲动。家徽为龙的丹妮（主角），家徽为狼的诺恩（主角），家徽为狮子的杰姆（主角）以及家徽为鹿的前任国王的兄弟兰斯（配角）都有着各自的谋划。而与此同时，边境似乎也不太平，有传闻沉寂已久的夜鬼首领（主角）已经苏醒并准备进攻大陆...
1158	1043	2	杰姆	2103	1	1101	0	1402	1501	1902;1906;1904;1932;1903	1604;1602	在维斯特尔大陆，国王刚刚去世，各大贵族家族已经开始为王位蠢蠢欲动。家徽为龙的丹妮（主角），家徽为狼的诺恩（主角），家徽为狮子的杰姆（主角）以及家徽为鹿的前任国王的兄弟兰斯（配角）都有着各自的谋划。而与此同时，边境似乎也不太平，有传闻沉寂已久的夜鬼首领（主角）已经苏醒并准备进攻大陆...
1159	1043	3	兰斯	2101	2	0	0	0	0	1910;1922;1927;1907;1921	1601;1604	在维斯特尔大陆，国王刚刚去世，各大贵族家族已经开始为王位蠢蠢欲动。家徽为龙的丹妮（主角），家徽为狼的诺恩（主角），家徽为狮子的杰姆（主角）以及家徽为鹿的前任国王的兄弟兰斯（配角）都有着各自的谋划。而与此同时，边境似乎也不太平，有传闻沉寂已久的夜鬼首领（主角）已经苏醒并准备进攻大陆...
1160	1043	4	伊芙琳	2106	1	1101	1201	0	1502	1941;1906;1921;1931;1904	1602;1603	原本的世界在一场大战后被摧毁，人们在废墟之上建立了新的家园，但新政权规定：管辖下的12个地区每年都必须进贡少年男女，参加一档电视直播节目“蛮荒游戏”。节目的规则很简单——杀人或者被杀。伊芙琳（主角）的妹妹爱丽（配角）不幸被选中，由于要保护妹妹，伊芙琳自告奋勇要替妹妹上场 。她不得不与心上人尼克（配角）分开，跟同时被选为贡品代表的乔伊（主角）一同进入游戏。在残酷的游戏中，伊芙琳能否继续保持自己的善良？她又能否生存到最后，去揭破游戏背后的阴谋？
1161	1043	5	乔伊	2106	1	1101	0	1401	1501	1902;1906;1932;1931;1904	1601;1602	原本的世界在一场大战后被摧毁，人们在废墟之上建立了新的家园，但新政权规定：管辖下的12个地区每年都必须进贡少年男女，参加一档电视直播节目“蛮荒游戏”。节目的规则很简单——杀人或者被杀。伊芙琳（主角）的妹妹爱丽（配角）不幸被选中，由于要保护妹妹，伊芙琳自告奋勇要替妹妹上场 。她不得不与心上人尼克（配角）分开，跟同时被选为贡品代表的乔伊（主角）一同进入游戏。在残酷的游戏中，伊芙琳能否继续保持自己的善良？她又能否生存到最后，去揭破游戏背后的阴谋？
1162	1044	1	爱丽	2103	1	1101	0	0	1502	1902;1903;1932;1931;1930	1603;1604	原本的世界在一场大战后被摧毁，人们在废墟之上建立了新的家园，但新政权规定：管辖下的12个地区每年都必须进贡少年男女，参加一档电视直播节目“蛮荒游戏”。节目的规则很简单——杀人或者被杀。伊芙琳（主角）的妹妹爱丽（配角）不幸被选中，由于要保护妹妹，伊芙琳自告奋勇要替妹妹上场 。她不得不与心上人尼克（配角）分开，跟同时被选为贡品代表的乔伊（主角）一同进入游戏。在残酷的游戏中，伊芙琳能否继续保持自己的善良？她又能否生存到最后，去揭破游戏背后的阴谋？
1163	1044	2	尼克	2101	2	0	1202	1402	0	1912;1910;1922;1909;1941	1603;1602	原本的世界在一场大战后被摧毁，人们在废墟之上建立了新的家园，但新政权规定：管辖下的12个地区每年都必须进贡少年男女，参加一档电视直播节目“蛮荒游戏”。节目的规则很简单——杀人或者被杀。伊芙琳（主角）的妹妹爱丽（配角）不幸被选中，由于要保护妹妹，伊芙琳自告奋勇要替妹妹上场 。她不得不与心上人尼克（配角）分开，跟同时被选为贡品代表的乔伊（主角）一同进入游戏。在残酷的游戏中，伊芙琳能否继续保持自己的善良？她又能否生存到最后，去揭破游戏背后的阴谋？
1164	1044	3	艾薇	2106	1	1101	0	0	0	1902;1904;1932;1931;1930	1601;1603	在一个高压的极权政府统治下，人们小心翼翼的生活着。一晚，年轻女子艾薇（主角）被秘密警察卢卡斯（配角）盘问并欲抓捕，幸得I（主角）相助。I永远戴着面具，身手不凡且意志坚定。为了推翻荒唐极权的统治阶层，他成立了神秘的地下组织，计划通过摧毁标志性建筑来唤醒民众的自由意志，让他们起身反抗政府。他孤身前往刺杀极权领袖哈特勒（反派），并把计划托付给了理解他的思想的艾薇。
1165	1044	4	A	2101	2	0	0	0	0	1914;1920;1922;1920;1931	1602;1601	在一个高压的极权政府统治下，人们小心翼翼的生活着。一晚，年轻女子艾薇（主角）被秘密警察卢卡斯（配角）盘问并欲抓捕，幸得I（主角）相助。I永远戴着面具，身手不凡且意志坚定。为了推翻荒唐极权的统治阶层，他成立了神秘的地下组织，计划通过摧毁标志性建筑来唤醒民众的自由意志，让他们起身反抗政府。他孤身前往刺杀极权领袖哈特勒（反派），并把计划托付给了理解他的思想的艾薇。
1166	1045	1	卢卡斯	2101	2	0	0	0	0	1931;1945;1930;1921;1920	1602;1601	在一个高压的极权政府统治下，人们小心翼翼的生活着。一晚，年轻女子艾薇（主角）被秘密警察卢卡斯（配角）盘问并欲抓捕，幸得I（主角）相助。I永远戴着面具，身手不凡且意志坚定。为了推翻荒唐极权的统治阶层，他成立了神秘的地下组织，计划通过摧毁标志性建筑来唤醒民众的自由意志，让他们起身反抗政府。他孤身前往刺杀极权领袖哈特勒（反派），并把计划托付给了理解他的思想的艾薇。
1167	1045	2	哈特勒	2101	2	0	0	0	0	1913;1907;1917;1942;1930	1605;1603	在一个高压的极权政府统治下，人们小心翼翼的生活着。一晚，年轻女子艾薇（主角）被秘密警察卢卡斯（配角）盘问并欲抓捕，幸得I（主角）相助。I永远戴着面具，身手不凡且意志坚定。为了推翻荒唐极权的统治阶层，他成立了神秘的地下组织，计划通过摧毁标志性建筑来唤醒民众的自由意志，让他们起身反抗政府。他孤身前往刺杀极权领袖哈特勒（反派），并把计划托付给了理解他的思想的艾薇。
1168	1046	1	兔子简	2102	2	1102	0	1401	1501	1902;1903;1942;1928;1944	1601;1602	在一个所有动物和谐共存的美好世界中，兔子简（主角）从小就梦想着能够成为一名惩恶扬善的刑警，她发奋努力终于从警校毕业顺利被分配进入警察局，却因为食草动物天生的体格劣势而只被局长安排去做交通协管这种工作，简为此感到十分沮丧。某一天，简在执勤时跟狐狸麦克（主角）不打不相识，也因此被牵扯接受了一个寻找失踪的海狸先生（配角）的任务。可是在这过程中，他们发现同样作为食草动物的绵羊副市长（反派）似乎与这一切有所关联…
1169	1046	2	狐狸麦克	2101	2	0	1202	1401	1502	1941;1922;1910;1921;1913	1603;1601	在一个所有动物和谐共存的美好世界中，兔子简（主角）从小就梦想着能够成为一名惩恶扬善的刑警，她发奋努力终于从警校毕业顺利被分配进入警察局，却因为食草动物天生的体格劣势而只被局长安排去做交通协管这种工作，简为此感到十分沮丧。某一天，简在执勤时跟狐狸麦克（主角）不打不相识，也因此被牵扯接受了一个寻找失踪的海狸先生（配角）的任务。可是在这过程中，他们发现同样作为食草动物的绵羊副市长（反派）似乎与这一切有所关联…
1170	1046	3	海狸先生	2101	2	0	1202	1402	0	1902;1904;1932;1926;1909	1601;1605	在一个所有动物和谐共存的美好世界中，兔子简（主角）从小就梦想着能够成为一名惩恶扬善的刑警，她发奋努力终于从警校毕业顺利被分配进入警察局，却因为食草动物天生的体格劣势而只被局长安排去做交通协管这种工作，简为此感到十分沮丧。某一天，简在执勤时跟狐狸麦克（主角）不打不相识，也因此被牵扯接受了一个寻找失踪的海狸先生（配角）的任务。可是在这过程中，他们发现同样作为食草动物的绵羊副市长（反派）似乎与这一切有所关联…
1171	1046	4	绵羊副市长	2102	2	1102	0	0	1502	1926;1910;1919;1921;1931	1602;1603	在一个所有动物和谐共存的美好世界中，兔子简（主角）从小就梦想着能够成为一名惩恶扬善的刑警，她发奋努力终于从警校毕业顺利被分配进入警察局，却因为食草动物天生的体格劣势而只被局长安排去做交通协管这种工作，简为此感到十分沮丧。某一天，简在执勤时跟狐狸麦克（主角）不打不相识，也因此被牵扯接受了一个寻找失踪的海狸先生（配角）的任务。可是在这过程中，他们发现同样作为食草动物的绵羊副市长（反派）似乎与这一切有所关联…
1172	1046	5	雷奥	2107	2	0	0	0	0	1923;1930;1920;1943;1926	1601;1602	在西西里一座风景优美的小岛上，少年雷奥（主角）迷恋上了一位美丽的女子玛丽娜（主角）。玛丽娜美丽高雅，是整个小镇的焦点。但在收到在前线作战的丈夫的死讯后她的人生被改变了。她被丑恶贪婪的律师（反派）强奸，父亲也在敌军轰炸中不幸死去。为了生存，玛丽娜不得不出卖自己的肉体。目睹一切的雷奥心痛不已，决心为她做些什么…
1173	1047	1	玛丽娜	2101	2	0	0	0	0	1902;1944;1913;1909;1934	1603;1602	在西西里一座风景优美的小岛上，少年雷奥（主角）迷恋上了一位美丽的女子玛丽娜（主角）。玛丽娜美丽高雅，是整个小镇的焦点。但在收到在前线作战的丈夫的死讯后她的人生被改变了。她被丑恶贪婪的律师（反派）强奸，父亲也在敌军轰炸中不幸死去。为了生存，玛丽娜不得不出卖自己的肉体。目睹一切的雷奥心痛不已，决心为她做些什么…
1174	1047	2	律师	2101	2	0	0	0	1501	1902;1944;1913;1917;1928	1602;1605	在西西里一座风景优美的小岛上，少年雷奥（主角）迷恋上了一位美丽的女子玛丽娜（主角）。玛丽娜美丽高雅，是整个小镇的焦点。但在收到在前线作战的丈夫的死讯后她的人生被改变了。她被丑恶贪婪的律师（反派）强奸，父亲也在敌军轰炸中不幸死去。为了生存，玛丽娜不得不出卖自己的肉体。目睹一切的雷奥心痛不已，决心为她做些什么…
1175	1047	3	科林	2101	2	0	0	0	0	1902;1944;1913;1903;1922	1605;1603	科林（主角）患有一种罕见的疾病，他无法自如的控制自己的肌肉动作并不时发出奇怪的声音，这让他受尽周围人的冷眼，他的父亲扎克（配角）也经常对他发怒。只有他的母亲玛莎夫人（主角）一直温柔而坚定的包容他，鼓励他。科林的成长道路充满艰辛，直到遇见一位细心体贴的校长威廉（配角），为他的校园生活添加了一抹亮色，也坚定了他成为一名教师的信念。他不断受挫，却从未放弃自己的梦想。终于，在他的努力下，他的人生道路也慢慢的走上了正轨。
1176	1047	4	玛莎夫人	2107	2	0	0	0	0	1923;1920;1913;1910;1911	1603;1601	科林（主角）患有一种罕见的疾病，他无法自如的控制自己的肌肉动作并不时发出奇怪的声音，这让他受尽周围人的冷眼，他的父亲扎克（配角）也经常对他发怒。只有他的母亲玛莎夫人（主角）一直温柔而坚定的包容他，鼓励他。科林的成长道路充满艰辛，直到遇见一位细心体贴的校长威廉（配角），为他的校园生活添加了一抹亮色，也坚定了他成为一名教师的信念。他不断受挫，却从未放弃自己的梦想。终于，在他的努力下，他的人生道路也慢慢的走上了正轨。
1177	1048	1	扎克	2102	2	1102	1201	0	1501	1908;1945;1930;1938;1930	1603;1602	科林（主角）患有一种罕见的疾病，他无法自如的控制自己的肌肉动作并不时发出奇怪的声音，这让他受尽周围人的冷眼，他的父亲扎克（配角）也经常对他发怒。只有他的母亲玛莎夫人（主角）一直温柔而坚定的包容他，鼓励他。科林的成长道路充满艰辛，直到遇见一位细心体贴的校长威廉（配角），为他的校园生活添加了一抹亮色，也坚定了他成为一名教师的信念。他不断受挫，却从未放弃自己的梦想。终于，在他的努力下，他的人生道路也慢慢的走上了正轨。
1178	1048	2	威廉	2103	1	1101	0	1402	1501	1902;1903;1932;1930;1935	1601;1603	科林（主角）患有一种罕见的疾病，他无法自如的控制自己的肌肉动作并不时发出奇怪的声音，这让他受尽周围人的冷眼，他的父亲扎克（配角）也经常对他发怒。只有他的母亲玛莎夫人（主角）一直温柔而坚定的包容他，鼓励他。科林的成长道路充满艰辛，直到遇见一位细心体贴的校长威廉（配角），为他的校园生活添加了一抹亮色，也坚定了他成为一名教师的信念。他不断受挫，却从未放弃自己的梦想。终于，在他的努力下，他的人生道路也慢慢的走上了正轨。
1179	1048	3	杰克	2104	2	0	1201	0	1501	1902;1930;1920;1911;1908	1602;1601	战斗中负伤而下身瘫痪的前特种兵杰克（主角）来到M78星操纵用人类基因与当地部族基因结合创造出的混血生物“阿瓦达”。杰克的目标是打入当地部族并说服他们自愿离开世代居住的地区，从而让阿伯斯泰戈公司可以毫无阻碍的进行地下矿脉的开采。但在与当地部族的接触中，杰克认识了部族公主佐伊（主角）并被她对自然的热爱所打动。与此同时，阿伯斯泰戈公司的负责人克拉克（反派）已经失去了耐心，他决定用武力暴力驱逐当地部族…
1180	1048	4	佐伊	2105	2	1102	0	0	1502	1941;1945;1911;1920;1930	1603;1605	战斗中负伤而下身瘫痪的前特种兵杰克（主角）来到M78星操纵用人类基因与当地部族基因结合创造出的混血生物“阿瓦达”。杰克的目标是打入当地部族并说服他们自愿离开世代居住的地区，从而让阿伯斯泰戈公司可以毫无阻碍的进行地下矿脉的开采。但在与当地部族的接触中，杰克认识了部族公主佐伊（主角）并被她对自然的热爱所打动。与此同时，阿伯斯泰戈公司的负责人克拉克（反派）已经失去了耐心，他决定用武力暴力驱逐当地部族…
1181	1048	5	克拉克	2104	2	0	0	0	0	1939;1941;1922;1946;1931	1605;1603	战斗中负伤而下身瘫痪的前特种兵杰克（主角）来到M78星操纵用人类基因与当地部族基因结合创造出的混血生物“阿瓦达”。杰克的目标是打入当地部族并说服他们自愿离开世代居住的地区，从而让阿伯斯泰戈公司可以毫无阻碍的进行地下矿脉的开采。但在与当地部族的接触中，杰克认识了部族公主佐伊（主角）并被她对自然的热爱所打动。与此同时，阿伯斯泰戈公司的负责人克拉克（反派）已经失去了耐心，他决定用武力暴力驱逐当地部族…
1182	1049	1	里奥	2101	2	0	0	0	0	1913;1902;1907;1908;1921	1603;1605	不久的将来，网络黑客里奥（主角）对这个看似正常的现实世界产生了怀疑。他结识了黑客朱莉安（主角），并见到了黑客组织的首领威廉（配角）。威廉告诉他，现实世界其实是由一个名叫“母体”（反派）的计算机人工智能系统控制，人们就像他们饲养的动物，没有自由和思想，而里奥就是能够拯救人类的救世主。可是，救赎之路从来都不会一帆风顺，到底哪里才是真实的世界，里奥又能否成功带领反抗组织获得真正的自由？
1183	1049	2	朱莉安	2104	2	0	0	0	0	1904;1932;1902;1940;1945	1602;1601	不久的将来，网络黑客里奥（主角）对这个看似正常的现实世界产生了怀疑。他结识了黑客朱莉安（主角），并见到了黑客组织的首领威廉（配角）。威廉告诉他，现实世界其实是由一个名叫“母体”（反派）的计算机人工智能系统控制，人们就像他们饲养的动物，没有自由和思想，而里奥就是能够拯救人类的救世主。可是，救赎之路从来都不会一帆风顺，到底哪里才是真实的世界，里奥又能否成功带领反抗组织获得真正的自由？
1184	1050	1	威廉	2102	2	1102	1202	0	1501	1909;1910;1926;1945;1907	1601;1602	不久的将来，网络黑客里奥（主角）对这个看似正常的现实世界产生了怀疑。他结识了黑客朱莉安（主角），并见到了黑客组织的首领威廉（配角）。威廉告诉他，现实世界其实是由一个名叫“母体”（反派）的计算机人工智能系统控制，人们就像他们饲养的动物，没有自由和思想，而里奥就是能够拯救人类的救世主。可是，救赎之路从来都不会一帆风顺，到底哪里才是真实的世界，里奥又能否成功带领反抗组织获得真正的自由？
1185	1050	2	特工	2103	1	1101	0	1402	0	1902;1932;1904;1913;1946	1601;1603	不久的将来，网络黑客里奥（主角）对这个看似正常的现实世界产生了怀疑。他结识了黑客朱莉安（主角），并见到了黑客组织的首领威廉（配角）。威廉告诉他，现实世界其实是由一个名叫“母体”（反派）的计算机人工智能系统控制，人们就像他们饲养的动物，没有自由和思想，而里奥就是能够拯救人类的救世主。可是，救赎之路从来都不会一帆风顺，到底哪里才是真实的世界，里奥又能否成功带领反抗组织获得真正的自由？
1186	1050	3	弗兰克	2104	2	0	0	0	0	1909;1910;1941;1921;1945	1602;1604	阿彻博士总是有些稀奇古怪的发明。在一次试验他发明的时光机器时，他找来了忘年交高中生弗兰克（主角），没想到实验过程中博士被歹徒杀害，弗兰克匆忙中登上时光机逃走，却回到了30年前。 他遇到了30年前的父亲克里斯（主角）和母亲莉莉（主角）并致力于撮合他们好让未来的自己不会消失。但没想到在这过程中他反倒让莉莉爱上了自己。另一方面，他也需要寻找到过去的阿彻博士，好让自己能够回到未来…
1187	1050	4	克里斯	2107	2	0	1202	1402	0	1923;1943;1920;1930;1910	1603;1601	阿彻博士总是有些稀奇古怪的发明。在一次试验他发明的时光机器时，他找来了忘年交高中生弗兰克（主角），没想到实验过程中博士被歹徒杀害，弗兰克匆忙中登上时光机逃走，却回到了30年前。 他遇到了30年前的父亲克里斯（主角）和母亲莉莉（主角）并致力于撮合他们好让未来的自己不会消失。但没想到在这过程中他反倒让莉莉爱上了自己。另一方面，他也需要寻找到过去的阿彻博士，好让自己能够回到未来…
1188	1051	1	莉莉	2102	2	1102	1201	1401	1502	1906;1942;1929;1935;1930	1601;1602	阿彻博士总是有些稀奇古怪的发明。在一次试验他发明的时光机器时，他找来了忘年交高中生弗兰克（主角），没想到实验过程中博士被歹徒杀害，弗兰克匆忙中登上时光机逃走，却回到了30年前。 他遇到了30年前的父亲克里斯（主角）和母亲莉莉（主角）并致力于撮合他们好让未来的自己不会消失。但没想到在这过程中他反倒让莉莉爱上了自己。另一方面，他也需要寻找到过去的阿彻博士，好让自己能够回到未来…
1189	1051	2	安迪	2103	1	1101	0	1402	1501	1902;1903;1904;1932;1931	1603;1601	安迪（主角）是个让学校头疼的问题少年，他打架，逃学，沉迷游戏，可司令官认为他是个好苗子——原来，外星虫族入侵地球，指挥部迫切需要新的人才来抵抗虫族进攻。防卫军队长卡尔（配角）暂时维持住了防线，而在重重考验之下，安迪的才能得到了司令官哈里（主角）的认可，地球的希望寄托了在安迪的身上…
1190	1051	3	哈里	2104	2	0	0	0	0	1922;1941;1921;1930;1946	1605;1601	安迪（主角）是个让学校头疼的问题少年，他打架，逃学，沉迷游戏，可司令官认为他是个好苗子——原来，外星虫族入侵地球，指挥部迫切需要新的人才来抵抗虫族进攻。防卫军队长卡尔（配角）暂时维持住了防线，而在重重考验之下，安迪的才能得到了司令官哈里（主角）的认可，地球的希望寄托了在安迪的身上…
1191	1051	4	卡尔	2106	1	1101	0	1402	1502	1903;1941;1932;1927;1921	1601;1605	安迪（主角）是个让学校头疼的问题少年，他打架，逃学，沉迷游戏，可司令官认为他是个好苗子——原来，外星虫族入侵地球，指挥部迫切需要新的人才来抵抗虫族进攻。防卫军队长卡尔（配角）暂时维持住了防线，而在重重考验之下，安迪的才能得到了司令官哈里（主角）的认可，地球的希望寄托了在安迪的身上…
1192	1051	5	卡莱布	2105	2	1102	0	1401	1501	1902;1907;1929;1931;1930	1603;1602	卡莱布（主角）童年时，父亲在反抗殖民者的战斗中牺牲，他也被叔叔带走养大。长大后的他回到故乡，向青梅竹马的少女玛丽求婚，却不想玛丽被殖民者带走并残忍杀害卡莱布新仇旧恨爆发，揭竿而起，带领人民进行起义。殖民军国王为缓和局势，派贝拉（主角）前去和卡莱布谈判，但其实背地里买通了号称与卡莱布是同盟的贵族布鲁斯（配角），密谋筹划抓捕卡莱布。卡莱布能否逃过一劫，带领人民获得自由？
1193	1052	1	派贝拉	2102	2	1102	1201	0	1502	1921;1931;1928;1935;1913	1603;1602	卡莱布（主角）童年时，父亲在反抗殖民者的战斗中牺牲，他也被叔叔带走养大。长大后的他回到故乡，向青梅竹马的少女玛丽求婚，却不想玛丽被殖民者带走并残忍杀害卡莱布新仇旧恨爆发，揭竿而起，带领人民进行起义。殖民军国王为缓和局势，派贝拉（主角）前去和卡莱布谈判，但其实背地里买通了号称与卡莱布是同盟的贵族布鲁斯（配角），密谋筹划抓捕卡莱布。卡莱布能否逃过一劫，带领人民获得自由？
1194	1052	2	布鲁斯	2103	1	1101	0	1402	0	1902;1932;1904;1931;1935	1601;1604	卡莱布（主角）童年时，父亲在反抗殖民者的战斗中牺牲，他也被叔叔带走养大。长大后的他回到故乡，向青梅竹马的少女玛丽求婚，却不想玛丽被殖民者带走并残忍杀害卡莱布新仇旧恨爆发，揭竿而起，带领人民进行起义。殖民军国王为缓和局势，派贝拉（主角）前去和卡莱布谈判，但其实背地里买通了号称与卡莱布是同盟的贵族布鲁斯（配角），密谋筹划抓捕卡莱布。卡莱布能否逃过一劫，带领人民获得自由？
1195	1052	3	小百合	2104	2	0	0	0	0	1902;1932;1904;1922;1942	1602;1603	有着一双蓝灰色眼睛的小百合（主角）出身贫寒，被卖到京都一家知名的艺妓馆。小百合在那里学习了舞蹈、茶艺等，渐渐成为馆内头牌，但也因此引来了京都第一名妓千代（配角）的敌视与排挤。一个偶然的机会，小百合结识了全日本最美丽的艺伎远子（配角），并被远子收为妹妹。而不久，她遇见了森田（主角），当时的她没有想到，与森田的相遇会改变了她日后的人生轨迹…
1196	1052	4	森田	2104	2	0	0	0	0	1930;1921;1920;1941;1945	1603;1605	有着一双蓝灰色眼睛的小百合（主角）出身贫寒，被卖到京都一家知名的艺妓馆。小百合在那里学习了舞蹈、茶艺等，渐渐成为馆内头牌，但也因此引来了京都第一名妓千代（配角）的敌视与排挤。一个偶然的机会，小百合结识了全日本最美丽的艺伎远子（配角），并被远子收为妹妹。而不久，她遇见了森田（主角），当时的她没有想到，与森田的相遇会改变了她日后的人生轨迹…
1197	1052	5	千代	2104	2	0	1201	0	0	1928;1941;1921;1931;1907	1601;1602	有着一双蓝灰色眼睛的小百合（主角）出身贫寒，被卖到京都一家知名的艺妓馆。小百合在那里学习了舞蹈、茶艺等，渐渐成为馆内头牌，但也因此引来了京都第一名妓千代（配角）的敌视与排挤。一个偶然的机会，小百合结识了全日本最美丽的艺伎远子（配角），并被远子收为妹妹。而不久，她遇见了森田（主角），当时的她没有想到，与森田的相遇会改变了她日后的人生轨迹…
1198	1053	1	远子	2102	2	1102	0	0	0	1913;1907;1926;1934;1920	1601;1605	有着一双蓝灰色眼睛的小百合（主角）出身贫寒，被卖到京都一家知名的艺妓馆。小百合在那里学习了舞蹈、茶艺等，渐渐成为馆内头牌，但也因此引来了京都第一名妓千代（配角）的敌视与排挤。一个偶然的机会，小百合结识了全日本最美丽的艺伎远子（配角），并被远子收为妹妹。而不久，她遇见了森田（主角），当时的她没有想到，与森田的相遇会改变了她日后的人生轨迹…
